assess_date,ResponseId,Init,Title,exclude,exclude_notes,flag_inconsistent,SurveyNotes,FirstAuthor,PublicationYear,SourcePublication,Abstract
2020-04-15,R_2ZOYONA2GeCUPmP,TK,Resilience and stability of a pelagic marine ecosystem,Maybe,uncertainy in survey notes,FALSE,This one was really tough. The main goal was determining the source of the resilience of the particular ecosystem.,Lindegren,2016,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"The accelerating loss of biodiversity and ecosystem services worldwide has accentuated a long-standing debate on the role of diversity in stabilizing ecological communities and has given rise to a field of research on biodiversity and ecosystem functioning (BEF). Although broad consensus has been reached regarding the positive BEF relationship, a number of important challenges remain unanswered. These primarily concern the underlying mechanisms by which diversity increases resilience and community stability, particularly the relative importance of statistical averaging and functional complementarity. Our understanding of these mechanisms relies heavily on theoretical and experimental studies, yet the degree to which theory adequately explains the dynamics and stability of natural ecosystems is largely unknown, especially in marine ecosystems. Using modelling and a unique 60-year dataset covering multiple trophic levels, we show that the pronounced multi-decadal variability of the Southern California Current System (SCCS) does not represent fundamental changes in ecosystem functioning, but a linear response to key environmental drivers channelled through bottom-up and physical control. Furthermore, we show strong temporal asynchrony between key species or functional groups within multiple trophic levels caused by opposite responses to these drivers. We argue that functional complementarity is the primary mechanism reducing community variability and promoting resilience and stability in the SCCS."
2020-04-15,R_2Pb1FcynEGb21FH,CK,Riparian buffer strips: Their role in the conservation of insect pollinators in intensive grassland systems,Exclude,by Q3,TRUE,,Cole,2015,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"There is growing concern that the global decline of insect pollinators will adversely influence the stability of pollination in agricultural and terrestrial ecosystems. By enhancing habitat heterogeneity and ecological connectivity, riparian buffer strips have the potential to promote insect pollinators in intensively managed landscapes. Insect pollinators and flowering plants were investigated on a range of riparian margins, and their adjacent grassland fields, to determine the main physical and botanical attributes driving pollinator diversity. Irrespective of whether they were fenced or not, riparian margins had richer plant assemblages and supported more pollinators than grassland fields. While the erection of fences did not enhance the richness or diversity of flowers, fenced riparian buffer strips supported more even and diverse assemblages of bumblebees and a greater number of butterflies than unfenced riparian margins. More bumblebees and butterflies were recorded in wide buffer strips (i.e. over 5 m wide) than in unfenced margins or narrow buffer strips (i.e. <= 3.5 m wide) and butterfly assemblages in wide buffer strips were richer and more diverse. There was a strong positive relationship between floral resources and the abundance, richness and diversity of bumblebee and butterfly assemblages. Pollinators only foraged on a small number of the flower species present and impacts of fencing and buffer strip width could not solely be attributed to the area and/or species richness of flowers. Fenced riparian buffer strips, particularly when over 5 m wide, have the potential to provide resources for insect pollinators in intensively grazed systems. Management to enhance floristic diversity (to provide a more continuous supply of pollen and nectar) and tussock forming grasses (to provide shelter for pollinators and nesting locations for bumblebees) could further increase their value to insect pollinators. In grassland systems, restricted grazing is easier to implement than mowing. It is, however, important that grazing management does not unduly interfere with other ecosystem services derived from riparian buffer strips (e.g. diffuse pollution mitigation). Widespread fencing of watercourses at the catchment level could result in the simplification of these inherently dynamic and complex habitats. Buffer strips should therefore be strategically placed to optimise benefits such as ecological connectivity and diffuse pollution mitigation. (C) 2015 Elsevier B.V. All rights reserved."
2020-04-15,R_3NWd3QmEMj1LFsb,JL,Riparian buffer strips: Their role in the conservation of insect pollinators in intensive grassland systems,Keep,,TRUE,"There were positive effects of management (fenced vs non-fenced riparian zones, wide vs narrow buffer riparian zones) on butterfly and bee ESPs; this could not be captured in the ES table because the direction of effect (+ or -) is not clear with categorical explanatory variables.",Cole,2015,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"There is growing concern that the global decline of insect pollinators will adversely influence the stability of pollination in agricultural and terrestrial ecosystems. By enhancing habitat heterogeneity and ecological connectivity, riparian buffer strips have the potential to promote insect pollinators in intensively managed landscapes. Insect pollinators and flowering plants were investigated on a range of riparian margins, and their adjacent grassland fields, to determine the main physical and botanical attributes driving pollinator diversity. Irrespective of whether they were fenced or not, riparian margins had richer plant assemblages and supported more pollinators than grassland fields. While the erection of fences did not enhance the richness or diversity of flowers, fenced riparian buffer strips supported more even and diverse assemblages of bumblebees and a greater number of butterflies than unfenced riparian margins. More bumblebees and butterflies were recorded in wide buffer strips (i.e. over 5 m wide) than in unfenced margins or narrow buffer strips (i.e. <= 3.5 m wide) and butterfly assemblages in wide buffer strips were richer and more diverse. There was a strong positive relationship between floral resources and the abundance, richness and diversity of bumblebee and butterfly assemblages. Pollinators only foraged on a small number of the flower species present and impacts of fencing and buffer strip width could not solely be attributed to the area and/or species richness of flowers. Fenced riparian buffer strips, particularly when over 5 m wide, have the potential to provide resources for insect pollinators in intensively grazed systems. Management to enhance floristic diversity (to provide a more continuous supply of pollen and nectar) and tussock forming grasses (to provide shelter for pollinators and nesting locations for bumblebees) could further increase their value to insect pollinators. In grassland systems, restricted grazing is easier to implement than mowing. It is, however, important that grazing management does not unduly interfere with other ecosystem services derived from riparian buffer strips (e.g. diffuse pollution mitigation). Widespread fencing of watercourses at the catchment level could result in the simplification of these inherently dynamic and complex habitats. Buffer strips should therefore be strategically placed to optimise benefits such as ecological connectivity and diffuse pollution mitigation. (C) 2015 Elsevier B.V. All rights reserved."
2020-04-15,R_uybIHoZdPUK4Fbz,LD,"Riparian canopy expansion in an urban landscape: Multiple drivers of vegetation change along headwater streams near Sacramento, California",Keep,,TRUE,,Solins,2018,LANDSCAPE AND URBAN PLANNING,"Urbanization is thought to decrease riparian tree canopy cover, but this outcome may vary depending on geographic context. We examined changes in land cover and riparian tree canopy near Sacramento, California, a Mediterranean climate region impacted by agriculture before urbanization. We used aerial imagery to quantify changes in land cover and the area, width, and density of riparian tree canopy between 1937 and 2014 for the 85-km(2) Arcade Creek watershed. While watershed land cover shifted almost entirely from pasture and crops to urban development, riparian forested area increased by 38 percent. The median width of riparian tree canopy more than doubled, and the density along smaller streams increased significantly (p < 0.0001). We used multiple data sources to examine potential drivers of these changes. Stream gage data and field observations indicated that the formerly intermittent Arcade Creek stream network receives spatially and temporally variable dry-season flow subsidies from urban runoff, but widespread channel incision may limit the impact of subsidies on riparian vegetation. Accordingly, sampling of riparian woody plants showed few hydrophilic species growing along these streams. Instead we found evidence of native oak regeneration and a high density of escaped horticultural species. The increase in riparian forest cover was thus likely due to changes in vegetation management and species composition from land use conversion, possibly augmented by increased dry-season water availability. The changes in canopy cover we quantified stand in contrast to the accepted pattern of riparian forest decline with urbanization, and are expected to affect ecosystem services."
2020-04-15,R_QcfMjoX9Empe425,TK,"Riparian canopy expansion in an urban landscape: Multiple drivers of vegetation change along headwater streams near Sacramento, California",Exclude,by Q3,TRUE,,Solins,2018,LANDSCAPE AND URBAN PLANNING,"Urbanization is thought to decrease riparian tree canopy cover, but this outcome may vary depending on geographic context. We examined changes in land cover and riparian tree canopy near Sacramento, California, a Mediterranean climate region impacted by agriculture before urbanization. We used aerial imagery to quantify changes in land cover and the area, width, and density of riparian tree canopy between 1937 and 2014 for the 85-km(2) Arcade Creek watershed. While watershed land cover shifted almost entirely from pasture and crops to urban development, riparian forested area increased by 38 percent. The median width of riparian tree canopy more than doubled, and the density along smaller streams increased significantly (p < 0.0001). We used multiple data sources to examine potential drivers of these changes. Stream gage data and field observations indicated that the formerly intermittent Arcade Creek stream network receives spatially and temporally variable dry-season flow subsidies from urban runoff, but widespread channel incision may limit the impact of subsidies on riparian vegetation. Accordingly, sampling of riparian woody plants showed few hydrophilic species growing along these streams. Instead we found evidence of native oak regeneration and a high density of escaped horticultural species. The increase in riparian forest cover was thus likely due to changes in vegetation management and species composition from land use conversion, possibly augmented by increased dry-season water availability. The changes in canopy cover we quantified stand in contrast to the accepted pattern of riparian forest decline with urbanization, and are expected to affect ecosystem services."
2020-04-15,R_2AScyHwfYiShxsW,LD,Traditional ecological knowledge and medicinal plant diversity in Ecuadorian Amazon home gardens,Keep,,TRUE,"The ""driver"" this study considers is human, but more about the characteristics of the individual people who garden and their knowledge levels of medicinal plants. The human drivers (extend of traditional knowledge)were focused on explaining the diversity of medicinal plants in gardens.  Striking finding: ""In Sangay, 91% of gardeners declare medicinal plants as their primary source of primary health care and their households have an average monthly income of 247 USD, an amount below the minimum wage in Ecuador (375 USD).""",Caballero-Serrano,2019,GLOBAL ECOLOGY AND CONSERVATION,"Medicinal plants are an ecosystem service directly implicated in human well-being. In many rural communities, they constitute a main treatment for disease or a source of disease prevention. Here, we review traditional knowledge of medicinal plants, the benefits they provide when cultivated in home gardens, and the determinants of knowledge about their uses in a rural parish in Amazonian Ecuador, where two ethnic groups prevail: indigenous Shuar and settled mestizos. Among 138 garden owners interviewed in 11 communities, a broad knowledge of 104 pharmacological properties across 145 medicinal plant species is retained. Several species play a specific role for a particular culture; therefore, the importance ranking of medicinal plants is different between the two main cultures. Traditional knowledge of medicinal uses is also influenced by ethnicity as well as generational age of the gardeners. Knowledge seems to have been lost in people of younger generations, who cultivated fewer species and knew less about properties of medicinal plants. Although men cultivate more diverse gardens, the role for women in the conservation of agrobiodiversity in home gardens appears crucial, as they are identified as the main source for transmission of traditional knowledge about medicinal plants. Our study highlights the importance of integrated land use management that respects different social aspects (i.e., culture, gender, health and well-being) related to conservation of biodiversity and traditional knowledge in agroecosystems. (C) 2019 The Authors. Published by Elsevier B.V."
2020-04-15,R_2QlZpWXzUTC6H39,TK,Traditional ecological knowledge and medicinal plant diversity in Ecuadorian Amazon home gardens,Exclude,by Q3,TRUE,,Caballero-Serrano,2019,GLOBAL ECOLOGY AND CONSERVATION,"Medicinal plants are an ecosystem service directly implicated in human well-being. In many rural communities, they constitute a main treatment for disease or a source of disease prevention. Here, we review traditional knowledge of medicinal plants, the benefits they provide when cultivated in home gardens, and the determinants of knowledge about their uses in a rural parish in Amazonian Ecuador, where two ethnic groups prevail: indigenous Shuar and settled mestizos. Among 138 garden owners interviewed in 11 communities, a broad knowledge of 104 pharmacological properties across 145 medicinal plant species is retained. Several species play a specific role for a particular culture; therefore, the importance ranking of medicinal plants is different between the two main cultures. Traditional knowledge of medicinal uses is also influenced by ethnicity as well as generational age of the gardeners. Knowledge seems to have been lost in people of younger generations, who cultivated fewer species and knew less about properties of medicinal plants. Although men cultivate more diverse gardens, the role for women in the conservation of agrobiodiversity in home gardens appears crucial, as they are identified as the main source for transmission of traditional knowledge about medicinal plants. Our study highlights the importance of integrated land use management that respects different social aspects (i.e., culture, gender, health and well-being) related to conservation of biodiversity and traditional knowledge in agroecosystems. (C) 2019 The Authors. Published by Elsevier B.V."
2020-04-15,R_3kcvU4A1b2osmIz,NBD,Tree communities rapidly alter soil microbial resistance and resilience to drought,Maybe,uncertainy in survey notes,FALSE,This paper is terrible science,Rivest,2015,FUNCTIONAL ECOLOGY,"The ability of soil microbial communities to withstand and recover from disturbance or stress is important for the functional stability of forest ecosystems. However, the relationship between the community responses of soil microbes and variation in tree mixtures vs functional composition remains poorly understood. We investigated soil biochemical properties and soil microbial resistance and resilience to drought in three 4-year-old tree monocultures (Acer saccharum Marsh, Larix laricina (Duroi) K. Koch and Pinus strobus L.) and two tree species combinations (L.laricina/A.saccharum and L.laricina/P.strobus) planted in a high-density tree field experiment located in southern Quebec, Canada. The experimentally imposed drought stress consisted of maintaining soil material for 30days at 25% of water-holding capacity (WHC). Microbial biomass was assessed immediately after the water stress (resistance) and 15 and 30days following drought (resilience). Results showed that tree communities influenced soil chemistry, soil respirometry properties and microbial resistance and resilience. We measured significant non-additive (i.e. both synergistic and antagonistic) effects of mixing tree species in some of the soil biochemical properties measured, mostly in the L.laricina/A.saccharum mixture. However, we did not find non-additive effects of tree mixtures on microbial resistance and resilience. A structural equation modelling analysis revealed that resistance and resilience were mostly modulated by direct effects of community-weighted means (CWM) of leaf litter lignin content and mineralizable N, and by indirect links from tree density and CWM of leaf litter N content via mineralizable N. This study suggests that tree species identity surpassed species mixtures as a key driver of soil microbial resistance and resilience. We showed a trade-off between microbial resistance and resilience in soil food webs, which is consistent with ecological theory. Our results indicate that differences in functional traits between tree species may rapidly be reflected in divergent soil biochemical properties and that these differences can in turn drive soil microbial resistance and resilience to drought."
2020-04-15,R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Keep,,TRUE,"Some key things to pull out: Denitrification(graybars)andnitrousoxideemission(blackbars)in6streamsidelocationsintheupper,middleandlowerpartsofthecatchmentsstudied. Of the environmen- tal factors measured, pH is definitely the one which gives the best explanation of these differences (Fig. 2). At all sites where nitrous oxide emissions occurred, pH values were low, whereas emissions were negligible or even negative where pH was around 7.",Hefting,2013,ECOLOGICAL ENGINEERING,"Riparian zones along streams and other small wetlands perform important ecosystem services in agricultural landscapes. They improve water quality by retaining nutrients and sediment from through-flowing water, sequester carbon and attenuate flood peaks at high discharge. At the same time, they have been shown to enhance biodiversity at the landscape as well as regional scale. However, there is concern about loss of biodiversity and enhanced greenhouse gas emissions where wetlands have become overloaded with nutrient-rich surface water or groundwater. This paper discusses conditions for the best performance of riparian zones and other small wetlands in agricultural landscapes in terms of nutrient and greenhouse gas retention and biodiversity. High nitrous oxide emissions have been identified in riparian zones used for N removal and could be a concern which would diminish their overall environmental benefit. However, it has been shown in riparian zones in the Rhine and Scheldt catchment that nitrous oxide emissions mainly occur when soil pH values are lower than 5. Such conditions occur mostly in stream headwater areas only where sandy sediments have a low buffering capacity, whereas higher-order streams and their riparian zones often have fine silty clay or loam sediments with higher pH values, supporting effective denitrification with low nitrous oxide emission. The question whether the nutrient attenuation service comes at the expense of biodiversity losses should be answered differently for existing, (semi-)natural wetlands and for new wetlands created in the agricultural landscape. Existing wetlands are quite vulnerable for nutrient loading, depending on their natural nutrient richness. Oligotrophic and mesotrophic wetlands such as bogs and fens are negatively affected by nutrient loadings > 4 g N m(-2) y(-1) and 0.5 g P m(-2) y(-1), which lead to loss of diversity and characteristic species. Wetlands in riparian zones are naturally more nutrient-rich and can tolerate much higher nutrient loadings without consequences for ecosystem health and diversity, their loading limits are 50 g N m(-2) y(-1) and 4 g P m(-2) y(-1). For nitrogen the relatively high limit is explained by significant denitrification activities in wetlands, transforming nitrate to mostly inert elemental nitrogen gas. There are also indications that only one of the major nutrients needs to be in short supply (i.e. below the limits indicated) in order to avoid major eutrophication problems. In agricultural areas where large numbers of wetlands have been created for N removal and biodiversity enhancement, the experience of this 'dual purpose' are generally positive, particularly in landscapes where not much of the original wetland resource remains. (C) 2012 Elsevier B.V. All rights reserved."
2020-04-15,R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Maybe,uncertainy in survey notes,TRUE,"Barely a data paper but did include one really small study that has barely any connection to ES. Not sure it should have made it through, but it is tough. Weird paper.",Hefting,2013,ECOLOGICAL ENGINEERING,"Riparian zones along streams and other small wetlands perform important ecosystem services in agricultural landscapes. They improve water quality by retaining nutrients and sediment from through-flowing water, sequester carbon and attenuate flood peaks at high discharge. At the same time, they have been shown to enhance biodiversity at the landscape as well as regional scale. However, there is concern about loss of biodiversity and enhanced greenhouse gas emissions where wetlands have become overloaded with nutrient-rich surface water or groundwater. This paper discusses conditions for the best performance of riparian zones and other small wetlands in agricultural landscapes in terms of nutrient and greenhouse gas retention and biodiversity. High nitrous oxide emissions have been identified in riparian zones used for N removal and could be a concern which would diminish their overall environmental benefit. However, it has been shown in riparian zones in the Rhine and Scheldt catchment that nitrous oxide emissions mainly occur when soil pH values are lower than 5. Such conditions occur mostly in stream headwater areas only where sandy sediments have a low buffering capacity, whereas higher-order streams and their riparian zones often have fine silty clay or loam sediments with higher pH values, supporting effective denitrification with low nitrous oxide emission. The question whether the nutrient attenuation service comes at the expense of biodiversity losses should be answered differently for existing, (semi-)natural wetlands and for new wetlands created in the agricultural landscape. Existing wetlands are quite vulnerable for nutrient loading, depending on their natural nutrient richness. Oligotrophic and mesotrophic wetlands such as bogs and fens are negatively affected by nutrient loadings > 4 g N m(-2) y(-1) and 0.5 g P m(-2) y(-1), which lead to loss of diversity and characteristic species. Wetlands in riparian zones are naturally more nutrient-rich and can tolerate much higher nutrient loadings without consequences for ecosystem health and diversity, their loading limits are 50 g N m(-2) y(-1) and 4 g P m(-2) y(-1). For nitrogen the relatively high limit is explained by significant denitrification activities in wetlands, transforming nitrate to mostly inert elemental nitrogen gas. There are also indications that only one of the major nutrients needs to be in short supply (i.e. below the limits indicated) in order to avoid major eutrophication problems. In agricultural areas where large numbers of wetlands have been created for N removal and biodiversity enhancement, the experience of this 'dual purpose' are generally positive, particularly in landscapes where not much of the original wetland resource remains. (C) 2012 Elsevier B.V. All rights reserved."
